alter,beruf,familienstand,bildungsstand,default,saldo,immobilien,gehalt,kontaktart,tag,monat,dauer,kampagne,btage,vorzugehorigkeit,bausgabe,y
30,management,ledig,tertiaer,no,6495,no,no,cellular,30,mar,78,3,-1,0,unknown,no
36,blue-collar,ledig,sekundaer,no,35,yes,no,unknown,3,jun,435,3,-1,0,unknown,no
39,admin.,verheiratet,sekundaer,no,-650,no,no,cellular,15,may,123,2,364,1,failure,no
47,blue-collar,verheiratet,primaer,no,292,no,yes,telephone,28,jul,210,3,-1,0,unknown,no
42,housemaid,ledig,primaer,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
42,management,verheiratet,sekundaer,no,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
58,retired,verheiratet,sekundaer,no,35,no,no,cellular,29,jul,336,7,-1,0,unknown,no
68,retired,verheiratet,sekundaer,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
43,technician,verheiratet,sekundaer,no,50,no,no,unknown,28,may,63,1,-1,0,unknown,no
44,blue-collar,verheiratet,sekundaer,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no
49,technician,verheiratet,tertiaer,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
57,retired,verheiratet,tertiaer,no,1180,yes,yes,unknown,14,may,191,2,-1,0,unknown,no
61,self-employed,geschieden,tertiaer,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
36,admin.,ledig,sekundaer,no,319,yes,no,cellular,18,may,120,2,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,1545,yes,yes,cellular,13,may,207,1,-1,0,unknown,no
51,technician,verheiratet,tertiaer,no,1315,no,no,telephone,5,jun,303,2,-1,0,unknown,no
31,technician,ledig,tertiaer,no,424,no,no,cellular,21,aug,93,2,-1,0,unknown,no
56,blue-collar,verheiratet,primaer,no,151,no,no,cellular,3,feb,128,1,-1,0,unknown,no
30,technician,ledig,tertiaer,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,no
38,services,verheiratet,sekundaer,no,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,no
35,services,verheiratet,sekundaer,no,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,no
31,blue-collar,verheiratet,unknown,no,-120,yes,no,cellular,17,jul,231,2,-1,0,unknown,no
39,admin.,geschieden,sekundaer,no,1022,yes,no,unknown,20,jun,20,3,-1,0,unknown,no
50,management,verheiratet,tertiaer,no,78,yes,no,cellular,14,jan,218,3,161,9,other,no
39,technician,verheiratet,tertiaer,no,209,no,no,unknown,23,jul,36,2,-1,0,unknown,no
26,admin.,verheiratet,sekundaer,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
55,technician,verheiratet,sekundaer,no,0,no,no,cellular,19,nov,336,1,-1,0,unknown,no
43,blue-collar,geschieden,primaer,no,328,no,yes,cellular,8,jul,192,1,-1,0,unknown,no
34,housemaid,verheiratet,tertiaer,no,0,no,no,cellular,26,may,141,1,188,1,failure,no
51,self-employed,verheiratet,primaer,no,307,yes,yes,unknown,17,jun,65,2,-1,0,unknown,no
31,management,verheiratet,tertiaer,no,1384,yes,no,cellular,30,jan,203,2,2,3,other,no
32,management,verheiratet,tertiaer,no,0,no,no,cellular,26,aug,104,9,-1,0,unknown,no
53,technician,verheiratet,sekundaer,no,719,yes,no,unknown,14,may,230,1,-1,0,unknown,no
44,management,geschieden,tertiaer,no,0,no,no,cellular,10,aug,71,1,-1,0,unknown,no
38,entrepreneur,verheiratet,tertiaer,no,6704,yes,no,unknown,21,may,205,2,-1,0,unknown,no
47,self-employed,verheiratet,tertiaer,no,4543,yes,no,unknown,14,may,162,1,-1,0,unknown,no
36,management,verheiratet,tertiaer,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,no
30,management,ledig,tertiaer,no,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,no
46,blue-collar,verheiratet,sekundaer,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,no
33,entrepreneur,verheiratet,sekundaer,no,-118,yes,yes,unknown,27,may,421,3,-1,0,unknown,no
43,blue-collar,verheiratet,sekundaer,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
38,management,verheiratet,tertiaer,no,3452,no,no,cellular,13,aug,132,2,-1,0,unknown,no
27,technician,ledig,sekundaer,no,842,no,no,cellular,30,jul,273,1,91,1,other,no
38,management,verheiratet,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
41,unemployed,verheiratet,tertiaer,no,1666,no,no,unknown,9,jun,291,3,-1,0,unknown,no
29,technician,verheiratet,sekundaer,no,0,yes,no,cellular,28,jul,83,6,-1,0,unknown,no
39,services,verheiratet,sekundaer,no,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
42,blue-collar,ledig,primaer,no,1628,yes,no,cellular,5,feb,119,1,195,8,success,no
47,services,verheiratet,sekundaer,no,51,yes,yes,unknown,16,may,312,1,-1,0,unknown,no
30,blue-collar,ledig,sekundaer,yes,447,no,no,unknown,14,may,103,6,-1,0,unknown,no
34,admin.,verheiratet,sekundaer,no,396,yes,no,cellular,16,jul,101,3,-1,0,unknown,no
45,housemaid,verheiratet,primaer,no,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,no
43,admin.,verheiratet,sekundaer,no,3215,yes,no,cellular,21,jul,228,3,-1,0,unknown,no
59,blue-collar,verheiratet,primaer,no,2814,no,no,unknown,20,jun,81,3,-1,0,unknown,no
50,technician,verheiratet,sekundaer,no,0,no,no,cellular,7,jul,152,2,-1,0,unknown,no
39,blue-collar,verheiratet,sekundaer,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown,no
36,technician,verheiratet,sekundaer,no,474,yes,no,unknown,27,may,59,1,-1,0,unknown,no
44,blue-collar,verheiratet,sekundaer,no,16178,yes,no,cellular,21,nov,297,1,-1,0,unknown,no
36,technician,verheiratet,tertiaer,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
27,management,ledig,tertiaer,no,88,no,no,cellular,4,may,143,1,-1,0,unknown,no
29,services,verheiratet,sekundaer,no,308,yes,no,unknown,28,may,75,1,-1,0,unknown,no
70,retired,verheiratet,sekundaer,no,1164,no,no,telephone,14,may,338,3,185,2,failure,no
44,management,verheiratet,tertiaer,no,13893,no,no,unknown,11,jun,29,2,-1,0,unknown,no
55,management,verheiratet,tertiaer,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown,no
36,technician,geschieden,sekundaer,no,-435,yes,no,unknown,2,jun,85,8,-1,0,unknown,no
28,technician,ledig,sekundaer,no,389,yes,no,cellular,11,may,15,7,-1,0,unknown,no
50,management,geschieden,tertiaer,no,356,no,no,cellular,8,may,198,2,358,5,other,no
49,technician,verheiratet,sekundaer,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,no
71,retired,geschieden,tertiaer,no,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
31,admin.,ledig,sekundaer,no,757,no,no,cellular,3,feb,343,2,-1,0,unknown,no
45,management,ledig,tertiaer,no,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no
42,blue-collar,verheiratet,sekundaer,no,-422,no,no,cellular,9,jul,31,1,-1,0,unknown,no
45,admin.,verheiratet,sekundaer,no,248,no,no,cellular,16,jul,212,2,-1,0,unknown,no
47,technician,verheiratet,primaer,no,145,yes,no,unknown,7,may,157,6,-1,0,unknown,no
60,retired,geschieden,sekundaer,no,598,no,yes,cellular,8,jul,96,1,-1,0,unknown,no
35,management,verheiratet,tertiaer,no,949,yes,no,unknown,27,may,245,2,-1,0,unknown,no
31,technician,ledig,tertiaer,no,614,no,no,cellular,11,aug,72,4,-1,0,unknown,no
33,blue-collar,verheiratet,primaer,no,1209,yes,no,cellular,16,apr,700,1,-1,0,unknown,no
50,self-employed,verheiratet,tertiaer,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
51,blue-collar,verheiratet,sekundaer,no,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,no
34,technician,verheiratet,sekundaer,no,114,yes,yes,cellular,4,jun,153,1,309,3,other,no
56,services,verheiratet,sekundaer,no,-229,no,yes,cellular,23,jul,55,10,-1,0,unknown,no
29,services,verheiratet,sekundaer,no,182,yes,no,telephone,13,may,38,3,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,401,no,no,cellular,14,aug,96,3,-1,0,unknown,no
44,technician,geschieden,unknown,no,759,yes,no,unknown,23,may,397,1,-1,0,unknown,no
55,retired,verheiratet,sekundaer,no,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown,no
35,student,ledig,unknown,no,0,no,no,telephone,28,jan,122,3,-1,0,unknown,no
36,technician,verheiratet,tertiaer,no,629,yes,yes,cellular,29,dec,109,1,246,1,failure,no
54,retired,verheiratet,sekundaer,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,no
32,management,verheiratet,tertiaer,no,553,yes,no,cellular,22,jul,72,1,-1,0,unknown,no
36,management,geschieden,tertiaer,no,1057,no,no,cellular,5,feb,383,2,-1,0,unknown,no
60,retired,verheiratet,sekundaer,no,78,yes,no,unknown,12,may,113,3,-1,0,unknown,no
32,technician,ledig,sekundaer,no,-28,no,yes,unknown,4,jul,400,1,-1,0,unknown,no
57,management,verheiratet,tertiaer,no,929,no,no,cellular,19,aug,387,8,-1,0,unknown,no
34,blue-collar,verheiratet,primaer,no,428,yes,no,cellular,18,may,59,2,-1,0,unknown,no
27,student,ledig,sekundaer,no,268,yes,no,cellular,13,may,528,1,358,2,failure,no
52,management,ledig,tertiaer,no,83,no,no,cellular,26,aug,1223,6,-1,0,unknown,yes
45,admin.,geschieden,unknown,no,998,yes,no,telephone,30,jul,38,2,-1,0,unknown,no
58,admin.,ledig,sekundaer,no,2223,no,no,cellular,4,dec,1139,2,114,1,success,no
39,blue-collar,ledig,primaer,no,6,yes,no,cellular,19,nov,286,2,-1,0,unknown,no
48,blue-collar,ledig,sekundaer,no,312,yes,yes,cellular,3,feb,369,2,-1,0,unknown,no
36,management,ledig,sekundaer,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
31,technician,ledig,sekundaer,no,691,yes,no,cellular,8,may,198,1,-1,0,unknown,no
41,management,verheiratet,tertiaer,no,771,yes,no,cellular,26,aug,106,8,-1,0,unknown,no
30,self-employed,ledig,sekundaer,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no
57,retired,verheiratet,tertiaer,no,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no
29,admin.,ledig,sekundaer,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
29,services,geschieden,sekundaer,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
30,management,ledig,tertiaer,no,2,no,no,cellular,16,jun,102,1,85,1,failure,no
44,management,verheiratet,tertiaer,no,1242,yes,no,cellular,6,aug,384,6,-1,0,unknown,no
33,student,ledig,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure,no
56,admin.,geschieden,sekundaer,no,3337,yes,no,telephone,17,nov,99,3,-1,0,unknown,no
26,services,ledig,sekundaer,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
52,technician,verheiratet,sekundaer,no,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
32,management,ledig,sekundaer,no,249,yes,no,unknown,2,jun,258,1,-1,0,unknown,no
36,technician,ledig,sekundaer,no,0,no,no,cellular,29,aug,85,6,-1,0,unknown,no
26,blue-collar,verheiratet,sekundaer,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no
37,blue-collar,verheiratet,sekundaer,no,196,yes,no,unknown,5,jun,66,3,-1,0,unknown,no
34,technician,verheiratet,sekundaer,no,351,yes,no,cellular,18,jul,467,1,-1,0,unknown,no
26,services,ledig,sekundaer,no,5533,yes,no,cellular,7,may,582,2,283,4,failure,no
32,services,verheiratet,sekundaer,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
30,management,ledig,tertiaer,yes,35,no,no,cellular,30,jul,185,4,-1,0,unknown,no
27,technician,ledig,sekundaer,no,235,yes,no,cellular,12,may,13,5,-1,0,unknown,no
42,admin.,ledig,sekundaer,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
33,blue-collar,ledig,primaer,no,92,yes,no,unknown,9,may,127,1,-1,0,unknown,no
37,blue-collar,verheiratet,sekundaer,no,67,no,no,unknown,3,jun,45,2,-1,0,unknown,no
45,blue-collar,verheiratet,sekundaer,no,4022,yes,no,cellular,29,jan,244,3,-1,0,unknown,no
36,entrepreneur,verheiratet,tertiaer,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,yes
39,management,ledig,tertiaer,no,0,yes,no,cellular,12,may,561,4,369,3,failure,no
33,management,ledig,tertiaer,no,349,no,no,cellular,22,aug,182,1,-1,0,unknown,no
47,services,verheiratet,sekundaer,no,2322,no,no,cellular,22,aug,618,1,-1,0,unknown,no
49,entrepreneur,verheiratet,sekundaer,no,167,yes,yes,unknown,6,may,198,3,-1,0,unknown,no
46,management,geschieden,sekundaer,no,558,no,no,cellular,19,aug,126,6,-1,0,unknown,no
31,services,verheiratet,sekundaer,no,-230,yes,yes,cellular,16,jul,715,1,-1,0,unknown,no
43,unemployed,geschieden,sekundaer,no,4094,yes,no,cellular,21,nov,63,1,-1,0,unknown,no
30,blue-collar,ledig,sekundaer,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes
43,management,geschieden,tertiaer,no,497,no,no,cellular,13,may,66,1,363,22,failure,no
42,blue-collar,verheiratet,sekundaer,no,179,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
30,admin.,ledig,tertiaer,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
33,management,ledig,tertiaer,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown,no
41,admin.,verheiratet,sekundaer,no,4539,no,no,unknown,30,may,298,3,-1,0,unknown,no
29,blue-collar,ledig,sekundaer,no,770,yes,no,cellular,17,apr,341,1,-1,0,unknown,no
38,unemployed,verheiratet,sekundaer,no,-673,yes,no,unknown,26,may,364,1,-1,0,unknown,no
29,technician,verheiratet,tertiaer,no,858,yes,no,cellular,12,jun,234,7,330,1,failure,no
80,housemaid,verheiratet,primaer,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
38,management,ledig,tertiaer,no,5244,no,no,cellular,8,aug,310,4,-1,0,unknown,no
36,blue-collar,geschieden,primaer,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
38,self-employed,verheiratet,tertiaer,no,846,no,no,cellular,2,jun,253,1,-1,0,unknown,no
44,management,verheiratet,sekundaer,yes,0,yes,no,cellular,11,jul,96,2,-1,0,unknown,no
31,management,verheiratet,tertiaer,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
31,services,ledig,sekundaer,no,31,yes,yes,unknown,26,may,501,2,-1,0,unknown,no
57,admin.,geschieden,primaer,no,179,yes,no,cellular,15,may,67,1,368,2,failure,no
37,blue-collar,verheiratet,primaer,no,543,yes,no,unknown,21,may,281,1,-1,0,unknown,no
50,blue-collar,verheiratet,sekundaer,no,253,yes,yes,cellular,5,may,475,2,-1,0,unknown,no
60,retired,verheiratet,primaer,no,71188,no,no,cellular,6,oct,205,1,-1,0,unknown,no
51,management,verheiratet,tertiaer,no,5108,yes,no,cellular,8,oct,272,1,102,8,other,no
48,blue-collar,verheiratet,sekundaer,no,1738,yes,no,cellular,15,apr,349,1,-1,0,unknown,no
42,blue-collar,verheiratet,primaer,no,-97,yes,no,cellular,3,feb,216,4,271,5,failure,no
36,blue-collar,verheiratet,sekundaer,no,199,yes,no,cellular,9,jul,183,1,-1,0,unknown,no
43,management,verheiratet,tertiaer,no,489,yes,no,cellular,8,may,130,1,172,2,other,no
31,admin.,verheiratet,primaer,no,355,yes,yes,unknown,4,jun,61,6,-1,0,unknown,no
49,technician,ledig,sekundaer,no,-97,yes,no,unknown,6,jun,92,2,-1,0,unknown,no
35,management,geschieden,tertiaer,no,473,no,yes,cellular,5,aug,37,2,-1,0,unknown,no
44,entrepreneur,verheiratet,sekundaer,no,6649,yes,no,cellular,19,nov,354,2,-1,0,unknown,no
34,self-employed,verheiratet,tertiaer,no,263,no,no,cellular,4,may,203,1,78,8,other,no
46,blue-collar,verheiratet,sekundaer,no,781,no,no,unknown,13,may,152,1,-1,0,unknown,no
49,blue-collar,verheiratet,primaer,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,no
32,blue-collar,verheiratet,sekundaer,no,119,no,no,cellular,4,may,20,5,-1,0,unknown,no
35,management,geschieden,tertiaer,no,434,yes,no,cellular,11,may,277,1,271,2,success,no
51,admin.,verheiratet,sekundaer,no,2967,no,no,unknown,17,jun,83,2,-1,0,unknown,no
57,retired,geschieden,sekundaer,no,-331,yes,no,unknown,6,may,531,1,-1,0,unknown,no
59,management,verheiratet,tertiaer,no,1585,no,no,telephone,28,aug,91,5,-1,0,unknown,no
40,services,geschieden,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,no
49,management,ledig,tertiaer,no,588,no,no,cellular,28,aug,70,9,-1,0,unknown,no
51,management,verheiratet,sekundaer,no,3180,yes,no,cellular,9,jul,384,1,-1,0,unknown,no
35,admin.,verheiratet,sekundaer,yes,0,no,yes,unknown,4,jul,105,3,-1,0,unknown,no
29,self-employed,verheiratet,sekundaer,no,-76,yes,no,unknown,27,may,305,2,-1,0,unknown,no
32,services,ledig,sekundaer,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown,yes
37,housemaid,geschieden,sekundaer,no,1040,yes,no,cellular,13,may,199,1,173,2,failure,no
49,unemployed,verheiratet,primaer,no,-384,yes,no,unknown,27,may,25,1,-1,0,unknown,no
45,technician,verheiratet,unknown,no,473,yes,no,unknown,27,may,147,1,-1,0,unknown,no
34,technician,ledig,sekundaer,no,475,yes,no,cellular,29,jul,538,8,-1,0,unknown,no
53,technician,verheiratet,sekundaer,no,0,no,no,cellular,22,aug,77,9,-1,0,unknown,no
42,entrepreneur,verheiratet,primaer,no,149,no,no,cellular,20,aug,94,2,-1,0,unknown,no
43,technician,verheiratet,sekundaer,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,yes
52,retired,verheiratet,sekundaer,no,424,no,no,cellular,19,nov,143,1,154,3,failure,no
34,blue-collar,ledig,sekundaer,no,79,no,yes,cellular,20,nov,104,1,-1,0,unknown,no
34,technician,geschieden,tertiaer,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
27,services,verheiratet,sekundaer,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
43,unemployed,verheiratet,tertiaer,no,58,yes,no,cellular,9,feb,48,4,-1,0,unknown,no
41,technician,verheiratet,tertiaer,no,532,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
72,retired,verheiratet,sekundaer,no,4130,no,no,cellular,12,nov,427,1,-1,0,unknown,no
35,blue-collar,verheiratet,primaer,no,422,yes,no,cellular,14,may,73,1,-1,0,unknown,no
41,management,verheiratet,tertiaer,no,437,yes,no,unknown,3,jun,14,21,-1,0,unknown,no
36,blue-collar,geschieden,primaer,no,-308,yes,no,cellular,12,may,725,1,-1,0,unknown,yes
51,housemaid,verheiratet,primaer,no,30,yes,no,cellular,14,jul,333,2,-1,0,unknown,no
37,self-employed,verheiratet,tertiaer,no,137,no,no,cellular,13,aug,244,6,-1,0,unknown,no
42,admin.,ledig,sekundaer,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
26,admin.,ledig,sekundaer,no,321,yes,no,cellular,22,jul,242,7,-1,0,unknown,no
23,services,ledig,sekundaer,no,250,yes,no,cellular,18,may,222,1,-1,0,unknown,no
50,management,verheiratet,tertiaer,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure,no
37,blue-collar,verheiratet,sekundaer,no,140,yes,yes,cellular,7,may,490,1,-1,0,unknown,no
35,management,verheiratet,tertiaer,no,2793,no,no,cellular,20,nov,258,2,-1,0,unknown,no
37,management,verheiratet,tertiaer,no,410,no,no,cellular,29,jan,337,2,-1,0,unknown,no
79,retired,geschieden,unknown,no,2628,no,no,telephone,8,jul,220,7,450,2,failure,no
39,technician,verheiratet,sekundaer,no,116,no,no,cellular,24,aug,79,2,94,2,success,no
47,services,verheiratet,sekundaer,no,0,yes,no,telephone,9,jul,250,1,-1,0,unknown,no
44,blue-collar,verheiratet,sekundaer,no,878,yes,no,cellular,2,jun,130,1,-1,0,unknown,no
36,management,ledig,tertiaer,no,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,yes
33,blue-collar,ledig,sekundaer,no,3975,yes,yes,cellular,17,apr,515,1,150,1,other,no
42,services,verheiratet,sekundaer,no,96,yes,no,cellular,5,may,238,3,340,2,failure,no
35,technician,ledig,tertiaer,no,2288,no,no,telephone,28,may,32,2,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,472,yes,no,unknown,13,may,907,2,-1,0,unknown,no
58,services,verheiratet,primaer,no,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no
46,management,verheiratet,tertiaer,no,0,no,no,unknown,7,may,70,2,-1,0,unknown,no
41,admin.,ledig,sekundaer,no,400,yes,no,unknown,4,jun,99,6,-1,0,unknown,no
58,technician,verheiratet,sekundaer,no,7495,yes,no,unknown,13,may,325,1,-1,0,unknown,no
33,blue-collar,verheiratet,sekundaer,no,137,no,yes,cellular,18,jul,305,12,-1,0,unknown,no
31,unemployed,verheiratet,sekundaer,no,24,yes,no,cellular,19,nov,631,1,-1,0,unknown,no
55,technician,geschieden,sekundaer,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,yes
38,technician,ledig,sekundaer,no,311,yes,no,cellular,28,may,61,2,-1,0,unknown,no
55,housemaid,verheiratet,sekundaer,no,139,no,no,cellular,22,aug,256,2,-1,0,unknown,no
47,management,ledig,tertiaer,no,0,no,no,unknown,11,jun,58,3,-1,0,unknown,no
51,housemaid,verheiratet,primaer,no,492,yes,no,unknown,20,may,142,3,-1,0,unknown,no
46,management,ledig,tertiaer,no,334,yes,no,telephone,4,may,36,6,90,2,other,no
61,management,verheiratet,tertiaer,no,997,no,no,cellular,10,mar,106,1,-1,0,unknown,yes
47,management,ledig,tertiaer,no,440,no,no,cellular,21,aug,71,4,-1,0,unknown,no
34,technician,verheiratet,sekundaer,no,47,no,no,cellular,25,aug,132,6,-1,0,unknown,no
34,blue-collar,verheiratet,sekundaer,no,1298,yes,no,unknown,20,may,120,1,-1,0,unknown,no
41,management,geschieden,tertiaer,no,3355,no,no,cellular,14,oct,181,2,500,1,failure,no
36,blue-collar,geschieden,sekundaer,no,-11,no,no,unknown,5,jun,152,2,-1,0,unknown,no
26,blue-collar,ledig,sekundaer,no,396,yes,no,unknown,28,may,302,1,-1,0,unknown,no
35,management,verheiratet,tertiaer,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes
36,blue-collar,verheiratet,sekundaer,no,1409,no,no,unknown,17,jun,235,2,-1,0,unknown,no
26,management,ledig,tertiaer,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes
58,management,verheiratet,primaer,no,2769,yes,no,cellular,11,jul,94,2,-1,0,unknown,no
50,blue-collar,verheiratet,sekundaer,no,2320,yes,no,cellular,7,apr,310,1,-1,0,unknown,no
61,retired,verheiratet,sekundaer,no,76,yes,no,cellular,15,jul,195,7,-1,0,unknown,no
28,technician,ledig,sekundaer,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
49,blue-collar,ledig,primaer,no,3018,yes,no,unknown,15,may,93,1,-1,0,unknown,no
74,retired,verheiratet,sekundaer,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes
53,blue-collar,verheiratet,sekundaer,no,483,yes,no,cellular,3,feb,288,3,-1,0,unknown,no
46,self-employed,verheiratet,sekundaer,no,390,yes,no,cellular,31,jul,208,2,-1,0,unknown,no
47,management,verheiratet,tertiaer,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
42,blue-collar,ledig,primaer,no,92,no,no,cellular,30,jul,86,2,-1,0,unknown,no
56,services,verheiratet,sekundaer,no,22196,yes,no,cellular,21,nov,189,1,-1,0,unknown,no
42,technician,verheiratet,sekundaer,no,2,no,no,unknown,29,may,249,2,-1,0,unknown,no
49,housemaid,verheiratet,primaer,no,249,yes,no,cellular,21,nov,450,1,-1,0,unknown,no
43,unemployed,ledig,unknown,no,3274,yes,no,cellular,22,may,680,1,95,1,failure,no
39,services,verheiratet,sekundaer,no,5731,yes,no,unknown,20,may,175,2,-1,0,unknown,no
66,retired,verheiratet,primaer,no,206,no,no,cellular,9,feb,479,1,-1,0,unknown,yes
30,technician,ledig,tertiaer,no,2325,no,no,cellular,5,apr,270,3,241,4,other,no
38,management,ledig,tertiaer,no,0,no,no,cellular,24,jul,164,1,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,1664,yes,no,cellular,20,apr,158,1,182,1,success,no
32,technician,verheiratet,sekundaer,no,3333,no,no,cellular,8,aug,50,4,-1,0,unknown,no
48,technician,verheiratet,sekundaer,no,7020,no,no,cellular,6,aug,80,2,-1,0,unknown,no
34,admin.,verheiratet,tertiaer,no,37,no,no,cellular,6,feb,45,1,-1,0,unknown,no
28,student,ledig,sekundaer,no,28,no,no,cellular,29,jan,220,2,-1,0,unknown,no
40,admin.,ledig,sekundaer,no,1670,yes,no,unknown,18,jun,161,2,-1,0,unknown,no
36,entrepreneur,verheiratet,sekundaer,no,134,no,no,unknown,20,may,98,1,-1,0,unknown,no
52,retired,verheiratet,sekundaer,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,no
46,admin.,verheiratet,primaer,no,276,yes,yes,unknown,6,may,157,2,-1,0,unknown,no
25,technician,ledig,sekundaer,no,2157,yes,no,cellular,21,jul,339,1,-1,0,unknown,no
52,blue-collar,verheiratet,sekundaer,no,161,yes,no,unknown,13,may,274,2,-1,0,unknown,no
40,blue-collar,verheiratet,primaer,no,3658,yes,no,unknown,14,may,977,1,-1,0,unknown,no
26,management,geschieden,tertiaer,yes,-402,no,yes,unknown,12,may,127,2,-1,0,unknown,no
26,blue-collar,ledig,primaer,no,3342,yes,no,unknown,4,jun,329,4,-1,0,unknown,no
35,self-employed,ledig,sekundaer,no,1732,no,no,telephone,21,nov,1441,3,-1,0,unknown,no
40,admin.,ledig,sekundaer,no,263,yes,no,unknown,6,may,231,1,-1,0,unknown,no
31,management,verheiratet,tertiaer,no,623,yes,no,cellular,13,may,96,2,349,5,failure,no
32,admin.,verheiratet,sekundaer,no,3540,yes,no,cellular,18,may,213,1,178,1,failure,no
33,admin.,verheiratet,sekundaer,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,yes
53,services,geschieden,sekundaer,no,765,yes,no,cellular,14,may,959,3,174,7,other,yes
46,technician,geschieden,sekundaer,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes
28,management,ledig,tertiaer,no,5549,no,no,cellular,28,jul,383,6,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,191,yes,no,unknown,2,jun,40,1,-1,0,unknown,no
44,blue-collar,verheiratet,primaer,no,420,yes,no,unknown,7,may,110,2,-1,0,unknown,no
35,admin.,verheiratet,sekundaer,no,0,no,no,unknown,7,may,326,1,-1,0,unknown,no
50,technician,geschieden,unknown,no,2706,yes,no,unknown,28,may,179,3,-1,0,unknown,no
32,technician,verheiratet,sekundaer,yes,4,yes,yes,cellular,25,aug,132,8,-1,0,unknown,no
51,admin.,verheiratet,sekundaer,no,423,yes,yes,cellular,16,oct,95,1,-1,0,unknown,no
51,management,verheiratet,tertiaer,no,-892,yes,yes,cellular,14,aug,248,2,-1,0,unknown,no
31,blue-collar,verheiratet,unknown,no,-120,yes,no,cellular,3,feb,100,3,201,2,failure,no
